@relation Faults_13

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric

@data
0.009384,0.014076,0.001102,0.001103,0.005973,0.041988,0.062084,0.008406,0.655172,0.519126,0.222222,0,1,0.230769,0.023714,0.611186,0.511705,0.016629,0.265439,0.520702,1,0.511251,0.403658,0.56965,0.7557,0.604664,0.755278,6
0.643988,0.649267,0.178616,0.178615,0.001527,0.016281,0.007761,0.001549,0.477833,0.262295,0.234568,1,0,0.153846,0.362038,0.633333,0.465792,0.017759,0.796104,1,0,0.383245,0.412736,0.034494,0.236512,0.349984,0.146652,6
0.777126,0.778886,0.378235,0.378237,0.010018,0.009426,0.050998,0.009559,0.448276,0.256831,0.282187,0,1,0.038462,0.073855,0.28736,0.23219,0.010333,0.835278,0.977617,1,0.560348,0.347717,0.635117,0.897628,0.307053,0.767877,5
0.682698,0.683284,0.035863,0.035864,0.005357,0.01114,0.031042,0.0054,0.418719,0.284153,0.222222,0,1,0.115385,0.267383,0.252908,0.304036,0.008234,0.571872,1,1,0.500947,0.022459,0.558573,0.861147,0.343044,0.354938,5
0.024047,0.110264,0.044751,0.044755,0.162193,0.177378,0.151885,0.160202,0.192118,0.306011,0.231041,0,1,0,0.060691,0.413535,0.394551,0.181789,0.723429,0.42129,0,0.826112,0.742745,0.684619,0.200338,0.328438,1,2
0.483284,0.490323,0.121687,0.121687,0.003697,0.021422,0.023282,0.003904,0.487685,0.300546,0.227513,1,0,0.115385,0.758842,0.745749,0.951968,0.021472,0.722466,0.952291,1,0.465874,0.034383,0.505023,0.532151,0.374919,0.644495,1
0.024047,0.107331,0.119824,0.119836,0.328351,0.563839,0.41796,0.363444,0.162562,0.387978,0.308642,0,1,0,0.058782,0.547204,0.936932,0.170326,0.172964,0.393968,1,0.893527,0.737863,0.84187,0.539786,0.407279,1,2
0.306745,0.327859,0.02026,0.02026,0.005545,0.055698,0.032151,0.006785,0.586207,0.387978,0.234568,0,1,0,0.772809,0.675839,0.266095,0.049726,0.632559,0.369483,0,0.504183,0.554738,0.412207,0.135113,0.484264,0.793757,6
0.024047,0.109091,0.057503,0.057507,0.152497,0.179092,0.149667,0.150197,0.197044,0.306011,0.231041,0,1,0,0.060691,0.487696,0.426236,0.179529,0.705769,0.459121,0,0.820211,0.74082,0.69497,0.216427,0.326582,1,2
0.10088,0.102639,0.016028,0.016029,0.005866,0.020566,0.033259,0.005681,0.325123,0.300546,0.231041,0,1,0,0.254522,0.393624,0.34894,0.010655,0.382532,1,1,0.509533,0.347717,0.56965,0.838346,0.316979,0.505335,0
0.063343,0.065689,0.114401,0.1144,0.001661,0.011997,0.013304,0.001778,0.502463,0.295082,0.227513,1,0,0.115385,0.160068,0.576286,0.915943,0.011786,0.73242,0.838272,0,0.391039,0.360714,0.397769,0.465082,0.385733,0.140976,1
0.0739,0.083871,0.049453,0.049453,0.009027,0.058269,0.037694,0.010814,0.586207,0.355191,0.234568,0,1,0,0.186194,0.396309,0.838547,0.027284,0.311891,0.579655,0,0.55044,0.470293,0.505023,0.425783,0.467479,0.790352,1
0.648094,0.658065,0.174513,0.174512,0.001473,0.019709,0.007761,0.001446,0.453202,0.256831,0.241623,1,0,0.153846,0.344755,0.480984,0.152371,0.027123,1,0.474569,0,0.379965,0.470293,0.022998,0.077368,0.329325,0.098865,6
0.021701,0.109091,0.146456,0.146469,0.334485,0.598115,0.511086,0.367276,0.152709,0.387978,0.308642,0,1,0,0.053055,0.624273,0.871039,0.178398,0.169753,0.358554,1,0.895288,0.744671,0.861426,0.573244,0.401388,1,2
0.022874,0.096774,0.203881,0.203891,0.223454,0.476435,0.373614,0.241358,0.256158,0.387978,0.305115,0,1,0,0.055969,0.647987,0.904541,0.152083,0.186664,0.409311,1,0.856737,0.721015,0.82896,0.556233,0.389526,1,2
0.024047,0.119062,0.159802,0.159806,0.173417,0.251928,0.17184,0.172411,0.211823,0.295082,0.227513,0,1,0,0.060792,0.526734,0.418264,0.200032,0.544365,0.434111,0,0.832497,0.756533,0.709408,0.212379,0.332715,1,2
0.763636,0.762463,0.18458,0.184581,0.003027,0.01371,0.031042,0.003576,0.566502,0.355191,0.220459,0,1,0,0.065414,0.379306,0.199697,0.004682,0.286418,1,1,0.447072,0.016408,0.558573,0.914126,0.456585,0.203632,4
0.022874,0.109677,0.183631,0.183641,0.233687,0.557841,0.440133,0.255535,0.20197,0.387978,0.308642,0,1,0,0.055868,0.698658,0.954692,0.177268,0.185379,0.342581,0,0.861008,0.743708,0.830068,0.484757,0.398402,1,2
0.332551,0.335484,0.04106,0.041059,0.002893,0.011997,0.011086,0.002971,0.369458,0.382514,0.816578,1,0,0.115385,0.674236,0.258166,0.844702,0.01001,0.799315,1,0,0.442823,0.372645,0.397769,0.428908,0.356359,0.15664,5
0.060411,0.089736,0.011752,0.011759,0.065922,0.222793,0.185144,0.079665,0.571429,0.382514,0.234568,0,1,0,0.152231,0.686801,0.523007,0.066355,0.166649,0.637243,1,0.74007,0.595963,0.779726,0.749962,0.474419,1,2
0.028152,0.09912,0.028949,0.028952,0.106691,0.140531,0.108647,0.105349,0.20197,0.306011,0.238095,0,1,0,0.07084,0.398658,0.366398,0.150468,0.761426,0.458596,0,0.786063,0.715342,0.642145,0.186043,0.328276,1,2
0.139003,0.148974,0.006884,0.006888,0.019072,0.065981,0.085366,0.016598,0.394089,0.180328,0.820106,0,1,1,0.281451,0.655593,0.356509,0.021472,0.268436,0.878731,1,0.621664,0.470293,0.70238,0.834503,0.251291,0.999886,6
0.45044,0.533724,0.028434,0.028434,0.017626,0.129392,0.066519,0.02268,0.55665,0.469945,0.234568,1,0,0.153846,0.653135,0.503356,0.044702,0.175654,0.979022,0.087011,0,0.614135,0.737863,0.034494,0.022698,0.526065,0.997162,6
0.215249,0.242815,0.022082,0.022083,0.009456,0.097686,0.063193,0.011902,0.605911,0.398907,0.234568,0,1,0,0.542303,0.71745,0.321191,0.062803,0.437119,0.275221,0,0.554844,0.588055,0.47947,0.163089,0.507424,0.988536,6
0.079179,0.078592,0.049981,0.049981,0.002009,0.01114,0.021064,0.002038,0.477833,0.295082,0.227513,1,0,0.115385,0.20006,0.503356,0.344097,0.005974,0.429198,1,1,0.408719,0.018708,0.049693,0.840805,0.349096,0.152327,1
0.008798,0.012317,0.082261,0.082262,0.004393,0.012853,0.023282,0.004698,0.512315,0.26776,0.257496,0,1,0,0.021905,0.51566,0.633098,0.014046,0.811089,1,1,0.482166,0.383716,0.512738,0.694062,0.383393,0.44336,6
0.947801,0.948387,0.134235,0.134235,0.003643,0.017995,0.027716,0.002162,0.236453,0.076503,0.756614,1,0,0.153846,0.03758,0.458949,0.340262,0.006296,0.348496,1,1,0.464509,0.022459,0.054047,0.842804,0.073273,0.305562,6
0.085044,0.11085,0.102376,0.102377,0.013554,0.094259,0.064302,0.016583,0.591133,0.393443,0.238095,0,1,0,0.213927,0.766107,0.592432,0.059251,0.42663,0.501261,0,0.589124,0.048652,0.56965,0.300866,0.484345,0.999773,1
0.018182,0.024633,0.128141,0.128144,0.011866,0.059983,0.059867,0.011737,0.448276,0.262295,0.223986,1,0,0.115385,0.046021,0.604922,0.366902,0.020181,0.212137,0.923602,1,0.576464,0.429308,0.652229,0.829226,0.32989,0.986833,1
0.003519,0.005279,0.027868,0.027868,0.003697,0.007712,0.017738,0.003646,0.374384,0.300546,0.811287,0,1,0.615385,0.007134,0.281096,0.643895,0.008072,1,1,1,0.465874,0.347717,0.469997,0.688579,0.329325,0.224518,6
0.154252,0.169501,0.199072,0.199071,0.00225,0.027421,0.006652,0.002746,0.256158,0.661202,0.816578,1,0,0.115385,0.312701,0.175503,0.079919,0.030029,1,0.399538,0,0.419287,0.516229,0.018223,0.04058,0.482005,0.101362,6
0.68915,0.703812,0.004958,0.004958,0.007661,0.051414,0.036585,0.007028,0.413793,0.311475,0.227513,0,1,0,0.219353,0.653691,0.633098,0.03681,0.499411,0.59815,0,0.534852,0.511759,0.505023,0.321463,0.283086,0.921907,6
0.074487,0.081525,0.011337,0.011348,0.0401,0.142245,0.191796,0.039804,0.44335,0.26776,0.291005,0,1,0.692308,0.18338,0.584564,0.119475,0.020827,0.057155,0.897331,1,0.69258,0.034383,0.838738,0.95486,0.331827,1,6
0.798827,0.8,0.346636,0.346635,0.003,0.010283,0.015521,0.003205,0.502463,0.295082,0.77425,0,1,0,0.354602,0.268456,0.663673,0.007265,0.69421,1,1,0.446235,0.024034,0.449219,0.678537,0.38315,0.166856,6
0.36129,0.360117,0.173281,0.173281,0.002277,0.01114,0.021064,0.002539,0.536946,0.311475,0.241623,0,1,0.230769,0.907556,0.307606,0.293643,0.004682,0.357808,1,1,0.420387,0.016408,0.049693,0.866424,0.413735,0.124631,4
0.97478,0.97478,0.212739,0.212739,0.00142,0.007712,0.012195,0.001143,0.394089,0.125683,0.816578,1,0,0.115385,0.023814,0.47774,0.663673,0.005166,0.708124,1,1,0.376552,0.020702,0.412207,0.678537,0.216672,0.093984,6
0.544868,0.546041,0.09701,0.097009,0.002304,0.009426,0.011086,0.002264,0.433498,0.262295,0.756614,1,0,0.153846,0.870076,0.223714,0.908274,0.007265,0.75297,1,1,0.421488,0.024034,0.397769,0.554337,0.328276,0.111578,5
0.539003,0.541349,0.247787,0.247786,0.003509,0.010283,0.014412,0.003551,0.413793,0.306011,0.231041,1,0,0.230769,0.631933,0.232998,0.855802,0.011786,0.847051,1,1,0.460986,0.360714,0.43776,0.580981,0.346191,0.194211,5
0.060997,0.065689,0.081219,0.081219,0.004875,0.015424,0.018847,0.004971,0.37931,0.344262,0.813051,1,0,0.076923,0.123794,0.403915,0.887891,0.012916,0.785936,1,1,0.492008,0.403658,0.47947,0.564687,0.350791,0.405562,5
0.038123,0.042229,0.10569,0.105692,0.010393,0.023993,0.038803,0.009807,0.394089,0.262295,0.231041,1,0,0.115385,0.096162,0.310738,0.411403,0.015337,0.46484,1,1,0.563849,0.394031,0.594439,0.80663,0.300032,0.806924,1
1,1,0.02992,0.02992,0.002679,0.005998,0.015521,0.00207,0.344828,0.136612,0.86067,0,1,0.038462,0.002311,0.167785,0.529062,0.005166,0.881087,1,1,0.435601,0.020702,0.449219,0.746887,0.191495,0.124631,6
0.625806,0.642229,0.353601,0.353602,0.009697,0.083119,0.06541,0.010645,0.487685,0.344262,0.231041,1,0,0.230769,0.377412,0.683557,0.719677,0.040362,0.318848,0.404477,0,0.557244,0.524756,0.054047,0.365425,0.401549,0.983655,5
0.024047,0.106745,0.140076,0.140088,0.304993,0.602399,0.464523,0.334649,0.17734,0.382514,0.308642,0,1,0,0.058782,0.590828,0.918971,0.169196,0.155839,0.354456,1,0.88646,0.736866,0.843933,0.548906,0.400904,1,2
0.43871,0.439883,0.093187,0.093186,0.001741,0.008569,0.009978,0.001817,0.428571,0.349727,0.816578,1,0,0.076923,0.889469,0.285906,0.899092,0.007104,0.821578,0.894914,0,0.395421,0.024034,0.036446,0.456525,0.36806,0.08672,5
0.641642,0.645161,0.005322,0.005322,0.005223,0.010283,0.017738,0.005576,0.438424,0.338798,0.222222,0,1,0.557692,0.363947,0.192729,0.821897,0.014369,1,1,1,0.498547,0.383716,0.469997,0.598196,0.382101,0.312713,6
