@relation Banana_4

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric

@data
0.775888,0.351405,0
0.463598,0.70098,1
0.819037,0.760265,0
0.515806,0.278804,0
0.567271,0.201949,0
0.719463,1,0
0.832022,0.911815,0
0.560777,0.529911,1
0.220563,0.313209,1
0.126193,0.562291,1
0.522984,0.326422,0
0.601655,0.317019,0
0.773925,0.443836,0
0.399766,0.346573,0
0.133413,0.080772,1
0.834165,0.774329,0
0.813617,0.492106,0
0.13243,0.183328,1
0.749182,0.80829,0
0.537196,0.65296,1
0.468921,0.333979,0
0.12284,0.327489,1
0.386679,0.3439,0
0.844141,0.499103,0
0.850913,0.711593,0
0.1259,0.315585,1
0.161627,0.308836,1
0.40802,0.86161,1
0.655727,0.315164,0
0.107752,0.407538,1
0.506064,0.659462,1
0.027624,0.511516,1
0.173403,0.119504,1
0.563656,0.622391,1
0.789023,0.842092,0
0.721044,0.552277,0
0.26728,0.350701,0
0.698719,0.907281,0
0.084413,0.527378,1
0.844265,0.592982,0
0.500287,0.319228,0
0.423478,0.551706,1
0.795716,0.696888,0
0.612072,0.229834,0
0.068241,0.370036,1
0.676482,0.87202,0
0.073212,0.29033,1
0.466274,0.302479,0
0.465662,0.360067,0
0.527793,0.783801,1
0.502311,0.392261,0
0.774328,0.517207,0
0.319225,0.418958,0
0.134593,0.615214,1
0.852431,0.672206,0
0.253026,0.617584,1
0.78534,0.601149,0
0.416335,0.514313,0
0.655317,0.58103,1
0.637244,0.670728,1
0.294622,0.617257,1
0.823403,0.413648,0
0.473253,0.609257,1
0.147691,0.245391,1
0.786966,0.77932,0
0.40868,0.868349,1
0.820637,0.367339,0
0.890634,0.619767,0
0.793915,0.331084,0
0.154658,0.185873,1
0.259595,0.602033,1
0.584547,0.33534,1
0.884767,0.756852,0
0.243775,0.367206,0
0.80509,0.64343,0
0.348696,0.5316,0
0.232631,0.551143,1
0.549225,0.363203,0
0.701123,0.658844,0
0.773534,0.290623,0
0.943776,0.350639,0
0.15078,0.203646,1
0.220792,0.14436,1
0.387355,0.726362,1
0.112765,0.307231,1
0.770947,0.524507,0
0.408391,0.677181,1
0.425084,0.644281,1
0.264919,0.720056,1
0.360803,0.791789,1
0.733176,0.254669,0
0.713083,0.339987,0
0.433537,0.455875,0
0.595315,0.288915,0
0.829118,0.343827,0
0.37789,0.436172,0
0.277988,0.609973,1
0.07527,0.210668,1
0.143097,0.491161,1
0.354051,0.585513,0
0.826155,0.591378,0
0.220736,0.536634,1
0.294484,0.485686,0
0.700885,0.91415,0
0.087956,0.325764,1
0.704316,0.304997,0
0.579871,0.24667,0
0.60184,0.524602,1
0.803044,0.488889,0
0.493156,0.682211,1
0.348389,0.63572,1
0.6031,0.227886,0
0.363053,0.465466,0
0.388554,0.367716,0
0.555953,0.294452,0
0.09285,0.289989,1
0.483566,0.623052,1
0.545204,0.304087,0
0.133868,0.470614,1
0.067664,0.269691,1
0.675217,0.392625,0
0.104328,0.312494,1
0.565515,0.363513,0
0.027399,0.652408,1
0.494411,0.641018,1
0.526576,0.346948,0
0.341933,0.535057,0
0.439,0.786725,1
0.39654,0.688337,1
0.200564,0.599469,1
0.778865,0.57739,0
0.129308,0.3447,1
0.900214,0.608158,0
0.110157,0.428795,1
0.120816,0.475994,1
0.189711,0.641428,1
0.691569,0.180884,0
0.292062,0.697518,1
0.429737,0.667028,1
0.809506,0.585069,0
0.305305,0.695618,1
0.40155,0.633257,1
0.244538,0.693372,1
0.415033,0.617109,1
0.470102,0.576647,1
0.685852,0.878873,0
0.194219,0.15992,1
0.893292,0.504854,0
0.11395,0.198721,1
0.686577,0.251629,0
0.561542,0.606001,1
0.761778,0.417509,0
0.24369,0.103842,1
0.284293,0.152469,1
0.233931,0.452892,1
0.022788,0.164346,1
0.148833,0.071803,1
0.694415,0.626656,0
0.845715,0.976522,0
0.250921,0.089405,1
0.548525,0.532287,1
0.716762,0.347138,0
0.475641,0.349051,0
0.4601,0.623303,1
0.461502,0.360368,0
0.749892,0.743084,0
0.904584,0.643667,0
0.747738,0.81662,0
0.661629,0.31719,0
0.757272,0.784112,0
0.74757,0.73556,0
