@relation Banana_9

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric

@data
0.852268,0.758982,0
0.634403,0.316955,0
0.771117,0.686911,0
0.798245,0.696381,0
0.704634,0.360179,0
0.045841,0.486665,1
0.139012,0.494581,1
0.172839,0.375693,1
0.833641,0.805975,0
0.928296,0.619967,0
0.298337,0.810208,1
0.789126,0.738904,0
0.76501,0.435147,0
0.319692,0.456237,0
0.312138,0.076086,1
0.658377,0.48833,1
0.114659,0.287646,1
0.11402,0.495368,1
0.13059,0.2871,1
0.856484,0.66086,0
0.719395,0.869028,0
0.55949,0.324018,0
0.880391,0.549168,0
0.112339,0.495063,1
0.116239,0.318997,1
0.365678,0.790174,1
0.352485,0.327707,0
0.829992,0.557889,0
0.776989,0.622366,0
0.316119,0.705567,1
0.390595,0.329705,0
0.047772,0.489799,1
0.259673,0.407193,0
0.188786,0.164977,1
0.1247,0.472389,1
0.134501,0.492719,1
0.099936,0.522998,1
0.121426,0.591849,1
0.830594,0.659759,0
0.804032,0.526928,0
0.492183,0.344339,0
0.054399,0.273589,1
0.422479,0.257919,0
0.433937,0.644223,1
0.638949,0.518804,1
0.145531,0.153337,1
0.216066,0.834735,1
0.570936,0.648514,1
0.699549,0.395225,0
0.234364,0.007668,1
0.831178,0.567674,0
0.211524,0.256803,1
0.454858,0.361154,0
0.111848,0.363254,1
0.201626,0.728057,1
0.055191,0.325847,1
0.527351,0.46095,0
0.442622,0.55654,1
0.403626,0.687814,1
0.767847,0.475745,0
0.828188,0.453427,0
0.786682,0.782577,0
0.191681,0.207475,1
0.011882,0.51286,1
0.823511,0.650372,0
0.727472,0.285836,0
0.295402,0.617485,1
0.64267,0.361914,1
0.908255,0.393669,0
0.312169,0.304816,0
0.206168,0.343961,1
0.415817,0.859258,1
0.515361,0.345821,0
0.835285,0.490472,0
0,0.335024,1
0.130623,0.117256,1
0.778091,0.8065,0
0.804365,0.445895,0
0.305497,0.785468,1
0.82378,0.555142,0
0.504638,0.26452,0
0.717191,0.904655,0
0.814925,0.583616,0
0.160352,0.625696,1
0.529097,0.367392,0
0.523377,0.593966,1
0.520234,0.520042,1
0.2202,0.195419,1
0.750839,0.821611,0
0.700892,0.869558,0
0.262672,0.604553,1
0.001013,0.345645,1
0.669487,0.92374,0
0.537896,0.32972,0
0.801852,0.895193,0
0.357414,0.664431,1
0.122074,0.614703,1
0.749422,0.579251,0
0.682513,0.61164,1
0.935626,0.53984,0
0.385185,0.31763,0
0.442914,0.457806,0
0.148833,0.382,1
0.273479,0.448162,0
0.502102,0.314616,0
0.172329,0.215319,1
0.583895,0.688115,1
0.126878,0.252773,1
0.747627,0.349358,0
0.481741,0.577303,1
0.907352,0.672979,0
0.943109,0.643615,0
0.823669,0.675332,0
0.316335,0.046789,1
0.598817,0.509506,1
0.828808,0.686637,0
0.842078,0.530642,0
0.434856,0.432946,0
0.578611,0.458867,1
0.827505,0.696275,0
0.040468,0.319372,1
0.379712,0.648598,1
0.424528,0.693418,1
0.385283,0.669425,1
