@relation Banana_16

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric

@data
0.370479,0.706723,1
0.199697,0.289899,1
0.834673,0.840574,0
0.667648,0.520693,1
0.641073,0.220714,0
0.946961,0.389674,0
0.416461,0.637707,1
0.094736,0.358505,1
0.254978,0.147624,1
0.396325,0.348787,0
0.266635,0.108023,1
0.502025,0.376576,0
0.243496,0.196317,1
0.487195,0.459935,0
0.927334,0.493051,0
0.41661,0.424933,0
0.778074,0.772679,0
0.080419,0.348214,1
0.615997,0.34588,0
0.645328,0.295387,0
0.41089,0.560542,1
0.7863,0.477803,0
0.220661,0.621382,1
0.821494,0.545508,0
0.20745,0.496565,1
0.858713,0.495643,0
0.366843,0.307545,0
0.620024,0.298675,0
0.672728,0.185936,0
0.15885,0.503824,1
0.549609,0.283958,0
0.835384,0.511931,0
0.74852,0.911591,0
0.774506,0.843217,0
0.340175,0.130681,1
0.701244,0.499923,1
0.224354,0.506651,1
0.449852,0.557624,0
0.35173,0.648879,1
0.886635,0.598051,0
0.192596,0.452176,1
0.425781,0.685561,1
0.387849,0.774305,1
0.31852,0.409521,0
0.506899,0.685747,1
0.797089,0.314439,0
0.105914,0.451766,1
0.455927,0.634755,1
0.544013,0.267407,0
0.308692,0.098759,1
0.783775,0.282664,0
0.46964,0.696904,1
0.400451,0.308787,0
0.211523,0.218281,1
0.667414,0.588864,1
0.623855,0.181256,0
0.489157,0.695615,1
0.19628,0.255707,1
0.406943,0.137761,1
0.689219,0.30034,0
0.149397,0.331704,1
0.412504,0.647051,1
0.684779,0.341976,0
0.520104,0.631192,1
0.904414,0.490963,0
0.430038,0.442625,0
0.841216,0.697467,0
0.695759,0.924039,0
0.951204,0.723415,0
0.674896,0.810097,0
0.496625,0.260806,0
0.571273,0.645437,1
0.314016,0.156877,1
0.214597,0.193833,1
0.27701,0.060047,1
0.447588,0.777864,1
0.853941,0.488828,0
0.366814,0.079713,1
0.198025,0.239736,1
0.772041,0.437802,0
0.895169,0.71196,0
0.467446,0.370619,0
0.859827,0.611675,0
0.144885,0.10159,1
0.394835,0.652996,1
0.297175,0.746755,1
1,0.467637,0
0.749482,0.181243,0
0.532548,0.346914,0
0.469107,0.618841,1
0.455469,0.691807,1
0.208507,0.370645,1
0.238587,0.378144,1
0.76239,0.403077,0
0.268055,0.432963,1
0.085697,0.172617,1
0.831073,0.603111,0
0.443224,0.37305,0
0.539041,0.708215,1
0.783432,0.748341,0
0.321338,0.625629,1
0.360389,0.383912,0
0.651996,0.309696,0
0.618353,0.573851,1
0.210175,0.596191,1
0.514584,0.602975,1
0.826969,0.810661,0
0.185006,0.33338,1
0.61695,0.253633,0
0.535611,0.641568,1
0.305675,0.541679,0
0.630232,0.253752,0
0.933996,0.62146,0
0.409273,0.703836,1
0.817602,0.895605,0
0.452311,0.735881,1
0.19893,0.512742,1
0.651706,0.527669,1
0.929194,0.600833,0
0.910925,0.71855,0
0.802773,0.956756,0
0.537056,0.191286,0
0.239638,0.220786,1
0.285054,0.521824,1
0.182445,0.365754,1
0.31717,0.603982,1
0.214102,0.225284,1
0.828582,0.732822,0
0.475807,0.335886,0
0.737545,0.314574,0
0.890088,0.973062,0
0.653506,0.344607,0
0.583163,0.345758,0
0.840468,0.324177,0
0.861618,0.312589,0
0.191857,0.616216,1
0.478931,0.64562,1
0.400503,0.425776,0
0.290942,0.579327,1
0.632051,0.487936,1
0.090424,0.514773,1
0.902124,0.705302,0
0.308443,0.603743,1
0.463417,0.780444,1
0.940503,0.721728,0
0.247959,0.206803,1
0.444761,0.29461,0
0.743011,0.421968,0
0.709968,0.828886,0
0.293289,0.14371,1
0.251461,0.553953,0
0.879983,0.525168,0
0.754063,0.33572,0
0.442052,0.726515,1
0.377829,0.684299,1
0.253955,0.673451,1
0,0.444823,1
0.656349,0.231024,0
0.672602,0.272682,0
0.856238,0.380834,0
0.516578,0.7015,1
0.54547,0.683002,1
0.733826,0.876823,0
0.751874,0.311236,0
0.360557,0.766951,1
0.704456,0.774093,0
0.475917,0.347177,0
0.116738,0.322045,1
0.314813,0.140063,1
0.794154,0.735581,0
0.908868,0.544813,0
0.811155,0.862918,0
0.769677,0.728236,0
0.42722,0.678159,1
0.184443,0.497349,1
0.776801,0.533973,0
0.839455,0.336947,0
0.33271,0.662798,1
0.452163,0.66466,1
0.898047,0.519259,0
0.85234,0.530218,0
0.475901,0.70767,1
0.868279,0.418318,0
0.880228,0.729565,0
0.968747,0.969554,0
0.754064,0.8013,0
0.642446,0.304129,0
0.758005,0.833317,0
0.208903,0.08141,1
0.887986,0.820608,0
0.249102,0.569566,1
0.261605,0.149397,1
0.437856,0.382916,0
