@relation Banana_20

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric

@data
0.424909,0.643995,1
0.808953,0.791457,0
0.357126,0.649519,1
0.561542,0.610211,1
0.397698,0.667195,1
0.607752,0.297027,0
0.635674,0.34328,0
0.310382,0.080017,1
0.860211,0.4103,0
0.673877,0.924231,0
0.165355,0.283159,1
0.890729,0.766496,0
0.568034,0.496341,1
0.133413,0.090594,1
0.736952,0.283742,0
0.218509,0.060276,1
0.403723,0.379145,0
0.324967,0.750155,1
0.70554,0.828495,0
0.823403,0.419914,0
0.370709,0.688175,1
0,0.389864,1
0.514622,0.591914,1
0.351757,0.647027,1
0.539646,0.492234,1
0.458641,0.364863,0
0.361326,0.426554,0
0.165709,0.121891,1
0.808735,0.490692,0
0.831502,0.594393,0
0.843564,0.823737,0
0.809605,0.854414,0
0.360803,0.794014,1
0.795716,0.700127,0
0.179202,0.379586,1
0.156595,0.385893,1
0.722831,0.407117,0
0.463598,0.704175,1
0.60639,0.313844,0
0.742615,0.690765,0
0.180537,0.529443,1
0.729742,0.253465,0
0.484548,0.192015,0
0.661629,0.324486,0
0.582421,0.205746,0
0.351928,0.498422,0
0.858189,0.740026,0
0.370863,0.763461,1
0.681969,0.243762,0
0.692159,0.360978,0
0.508805,0.291705,0
0.686577,0.259625,0
0.494695,0.327596,0
0.453696,0.688362,1
0.885722,0.603124,0
0.720493,0.353255,0
0.25259,0.021661,1
0.789943,0.467757,0
0.384459,0.457027,0
0.617826,0.541233,1
0.67589,0.681442,0
0.489277,0.318517,0
0.680006,0.364075,0
0.184224,0.197066,1
0.691951,0.406468,0
0.706555,0.337,0
0.566303,0.691968,1
0.11395,0.207283,1
0.201542,0.270637,1
0.785116,0.515283,0
0.433263,0.56041,1
0.691831,0.908481,0
0.635219,0.28289,0
0.17364,0.49849,1
0.347548,0.639632,1
0.852431,0.675708,0
0.652519,0.501829,1
0.760105,0.796087,0
0.12284,0.334675,1
0.280294,0.114253,1
0.465965,0.558108,1
0.609134,0.310159,0
0.797329,0.52457,0
0.365661,0.664772,1
0.08334,0.101977,1
0.300358,0.51823,0
0.414293,0.261827,0
0.39654,0.691667,1
0.573223,0.569136,1
0.304129,0.789309,1
0.285573,0.561932,1
0.126704,0.491326,1
0.298399,0.662418,1
0.781142,0.813753,0
0.55272,0.643766,1
0.073212,0.297913,1
0.171678,0.449862,1
0.215784,0.090742,1
0.894293,0.641743,0
0.40155,0.637176,1
0.765744,0.680528,0
0.846914,0.39067,0
0.275493,0.665326,1
0.792798,0.703375,0
0.70955,0.721517,0
0.581732,0.489796,1
0.829118,0.350838,0
0.471097,0.754067,1
0.814313,0.484916,0
0.796944,0.690491,0
0.820637,0.374099,0
0.204286,0.003941,1
0.242724,0.224881,1
0.148428,0.372058,1
0.422,0.348501,0
0.355475,0.56268,1
0.412272,0.712614,1
0.69697,0.451505,0
0.715075,0.404614,0
0.661445,0.832047,0
0.565308,0.347199,0
0.724973,0.828459,0
0.812912,0.687132,0
0.644969,0.844375,0
0.674886,0.888267,0
0.142907,0.454866,1
0.736601,0.751195,0
0.747738,0.818579,0
0.904584,0.647474,0
0.694239,0.403441,0
0.72747,0.846432,0
0.727307,0.820911,0
0.523442,0.361318,0
0.513296,0.30467,0
0.053316,0.1037,1
0.443567,0.693941,1
0.388849,0.325481,0
0.748144,0.626228,0
0.319225,0.425167,0
0.793915,0.338232,0
0.415033,0.621201,1
0.378757,0.237464,0
0.151513,0.219114,1
0.799847,0.299963,0
0.241037,0.108676,1
0.706556,0.804356,0
0.804877,0.725846,0
0.097502,0.262239,1
0.297386,0.814046,1
0.479295,0.299714,0
0.182377,0.538951,1
0.345963,0.341989,0
0.455118,0.648857,1
0.795375,0.517021,0
0.689656,0.315774,0
0.348696,0.536605,0
0.208238,0.531213,1
0.773534,0.298203,0
0.175714,0.569238,1
0.043471,0.453489,1
0.781726,0.483477,0
0.379265,0.673281,1
0.329927,0.647598,1
0.112895,0.378942,1
0.729254,0.95631,0
0.232539,0.266073,0
0.303982,0.769876,1
0.433537,0.461689,0
0.493156,0.685606,1
0.468664,0.348391,0
0.719463,1,0
0.263859,0.628015,1
0.092955,0.355175,1
0.310412,0.308718,0
0.220563,0.320548,1
0.12381,0.499246,1
0.505934,0.320048,0
0.239139,0.749603,1
0.636718,0.233545,0
0.828636,0.293101,0
0.40802,0.863089,1
0.441958,0.341553,0
0.050564,0.467874,1
0.422217,0.366654,0
0.189711,0.64526,1
0.793797,0.585966,0
0.563656,0.626426,1
0.189958,0.571738,1
0.548525,0.537285,1
0.363053,0.471178,0
0.321652,0.686909,1
0.139415,0.291005,1
0.375064,0.444312,0
0.545461,0.376563,0
0.384268,0.333604,0
0.302201,0,1
0.387355,0.729286,1
0.194899,0.542977,1
0.135919,0.256682,1
1,0.589511,0
0.139446,0.121182,1
0.251112,0.67127,1
0.13786,0.305547,1
0.475641,0.356006,0
0.54332,0.327918,0
0.348389,0.639612,1
0.461558,0.605274,1
0.157209,0.488727,1
0.811435,0.773008,0
0.789806,0.717528,0
0.771559,0.89902,0
0.481314,0.707281,1
0.220736,0.541585,1
0.351437,0.138286,1
0.193574,0.481329,1
0.054544,0.323273,1
0.62052,0.379051,0
0.102731,0.531148,1
0.383934,0.66335,1
0.780018,0.838195,0
0.284293,0.161525,1
0.207306,0.58844,1
0.5634,0.651595,1
0.771737,0.69638,0
0.159441,0.53059,1
0.282978,0.35615,0
0.69336,0.279042,0
0.462293,0.44783,0
0.251261,0.702334,1
0.146591,0.395012,1
0.826155,0.595744,0
0.387744,0.628349,1
0.168395,0.649314,1
0.884767,0.75945,0
0.142412,0.423993,1
0.775506,0.578676,0
0.636445,0.492209,1
0.710588,0.836495,0
0.701123,0.66249,0
0.170728,0.15611,1
0.219909,0.83857,1
0.18879,0.207592,1
0.625564,0.813186,0
0.746781,0.430274,0
0.694415,0.630645,0
0.723519,0.825447,0
0.843672,0.444926,0
0.235164,0.144258,1
0.546988,0.293327,0
0.804362,0.816776,0
0.526576,0.353926,0
0.430773,0.673288,1
0.039335,0.395583,1
0.842183,0.600332,0
0.712729,0.85369,0
0.467206,0.633599,1
0.09285,0.297576,1
0.621653,0.365809,1
0.348378,0.331607,0
0.88053,0.610656,0
