@relation Ecoli_1

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric

@data
0.231707,0.432432,0,0,0.670455,0.876289,0.89899,1
0.695122,0.27027,0,0,0.556818,0.329897,0.444444,0
0.695122,0.797297,0,0,0.579545,0.309278,0.333333,5
0.853659,0.445946,0,0,0.477273,0.525773,0.363636,7
0.658537,0.243243,0,0,0.636364,0.865979,0.818182,1
0.365854,0.405405,0,0,0.590909,0.329897,0.444444,0
0.719512,0.445946,0,0,0.897727,0.43299,0.282828,5
0.304878,0.418919,0,0,0.806818,0.639175,0.69697,1
0.365854,0.162162,0,0,0.465909,0.329897,0.444444,0
0.243902,0.554054,0,0,0.715909,0.319588,0.434343,0
0.719512,0.554054,0,0,0.556818,0.690722,0.20202,7
0.804878,0.324324,0,0,0.636364,0.85567,0.838384,1
0.47561,0.283784,0,0,0.602273,0.329897,0.444444,0
0.073171,0.445946,0,0,0.465909,0.659794,0.212121,1
0.817073,0.554054,0,0,0.545455,0.329897,0.323232,7
0.231707,0.324324,0,0,0.443182,0.257732,0.383838,0
0.914634,0.337838,0,0,0.75,0.804124,0.838384,4
0.487805,0.256757,0,0,0.625,0.536082,0.616162,0
0.353659,0.418919,0,0,0.602273,0.154639,0.292929,0
0.792683,0.364865,0,0,0.670455,0.731959,0.777778,4
0.280488,0.189189,0,0,0.806818,0.257732,0.393939,0
0.219512,0.364865,0,0,0.545455,0.134021,0.282828,0
0.695122,0.418919,0,0,0,0.793814,0.323232,1
0.536585,0.351351,0,0,0.511364,0.226804,0.353535,0
0.158537,0.486486,0,0,0.556818,0.350515,0.464646,0
0.317073,0.283784,0,0,0.488636,0.154639,0.30303,0
0.695122,0.594595,0,0,0.5,0.371134,0.383838,7
0.487805,0.486486,0,0,0.488636,0.453608,0.545455,1
0.658537,0.594595,0,0,0.670455,0.721649,0.767677,4
0.365854,0.256757,0,0,0.579545,0.474227,0.565657,0
0.463415,0.297297,0,0,0.613636,0.319588,0.434343,0
0.207317,0.243243,0,0,0.579545,0.257732,0.393939,0
0.439024,0.459459,0,0,0.511364,0.371134,0.474747,0
0.439024,0.175676,0,0,0.477273,0.329897,0.444444,0
0.731707,0.810811,0,0,0.511364,0.329897,0.383838,0
0.756098,0.445946,1,0,0.613636,0.546392,0.363636,6
0.902439,0.702703,0,0,0.943182,0.381443,0.292929,5
0.341463,0.22973,0,0,0.681818,0.030928,0.20202,0
0.304878,0.337838,0,0,0.545455,0.360825,0.464646,0
0.54878,0.364865,0,0,0.556818,0.278351,0.40404,0
0.878049,0.77027,0,0,0.5,0.371134,0.393939,7
0.365854,0.22973,0,0,0.431818,0.329897,0.444444,0
0.52439,0.418919,0,0,0.25,0.134021,0.262626,0
0.378049,0.243243,0,0,0.522727,0.278351,0.272727,0
0.256098,0.283784,0,0,0.465909,0.309278,0.424242,0
0.414634,0.405405,0,0,0.545455,0.195876,0.292929,0
0.780488,0.635135,0,0,0.829545,0.381443,0.30303,5
0.353659,0.283784,0,0,0.522727,0.639175,0.69697,1
0.792683,0.662162,0,0,0.715909,0.463918,0.414141,7
0.817073,0.486486,0,0,0.727273,1,1,1
0.829268,0.945946,0,0,0.193182,0.536082,0.212121,7
0.402439,0.459459,0,0,0.477273,0.340206,0.454545,0
0.585366,0.878378,0,0,0.818182,0.360825,0.383838,5
0.573171,0.283784,0,0,0.397727,0.340206,0.454545,0
0.304878,0.310811,0,0,0.590909,0.381443,0.484848,7
0.573171,0.324324,0,0,0.647727,0.608247,0.676768,1
0.768293,0.918919,0,0,0.840909,0.525773,0.373737,5
0.97561,0.445946,0,0,0.625,0.773196,0.747475,4
0.426829,0.216216,0,0,0.522727,0.216495,0.353535,0
0.743902,0.418919,0,0,0.670455,0.278351,0.40404,0
0.731707,0.918919,0,0,0.420455,0.43299,0.40404,7
0.512195,0.581081,0,0,0.409091,0.752577,0.232323,1
0.560976,0.675676,0,0,0.352273,0.917526,0.929293,1
0.853659,1,0,0,0.647727,0.515464,0.292929,5
0.963415,0.283784,0,0,0.693182,0.701031,0.747475,1
0.560976,0.445946,0,0,0.556818,0.443299,0.535354,0
0.853659,0.378378,0,0,0.625,0.876289,0.89899,1
0.414634,0.135135,0,0,0.613636,0.134021,0.282828,0
0.487805,0.256757,0,0,0.5,0.505155,0.59596,0
0.085366,0.459459,0,0,0.659091,0.71134,0.686869,1
0.756098,0.783784,0,0,0.352273,0.360825,0.434343,7
0.585366,0.513514,0,0,0.704545,0.752577,0.79798,1
0.792683,0.310811,0,0,0.647727,0.752577,0.79798,1
0.463415,0.189189,0,0,0.545455,0.237113,0.363636,0
0.719512,0.716216,0,0,0.738636,0.391753,0.282828,5
0.390244,0.418919,0,0,0.579545,0.680412,0.727273,1
0.817073,0.743243,0,0,0.772727,0.412371,0.363636,5
0.439024,0.351351,0,0,0.420455,0.247423,0.272727,0
0.45122,0.364865,0,0,0.568182,0.216495,0.252525,0
0.731707,0.405405,0,0,0.545455,0.721649,0.767677,4
0.243902,0.364865,0,0,0.613636,0.505155,0.59596,0
0.780488,0.445946,1,0,0.704545,0.536082,0.282828,6
0.378049,0.472973,0,0,0.693182,0.701031,0.747475,1
0.47561,0.216216,0,0,0.375,0.43299,0.525253,0
0.52439,0.581081,0,0,0.590909,0.752577,0.79798,1
0.231707,0.567568,0,0,0.420455,0.515464,0.59596,0
0.329268,0.459459,0,0,0.647727,0.835052,0.858586,1
0.365854,0.351351,0,0,0.465909,0.319588,0.434343,0
0.256098,0.283784,0,0,0.488636,0.237113,0.363636,0
0.487805,0.148649,0,0,0.625,0.505155,0.585859,0
0.682927,0.405405,0,0,0.511364,0.804124,0.838384,1
0.329268,0.27027,0,0,0.659091,0.938144,0.949495,1
0.097561,0.364865,0,0,0.715909,0.690722,0.747475,1
0.902439,0.22973,0,0,0.647727,0.762887,0.79798,4
0.573171,0.459459,0,0,0.522727,0.298969,0.353535,0
0.45122,0.472973,0,0,0.659091,0.175258,0.313131,0
0.439024,0.405405,0,0,0.477273,0.329897,0.444444,0
0.695122,0.391892,0,0,0.545455,0.329897,0.414141,0
