@relation Ecoli_3

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric

@data
0.337079,0.25,0,0,0.702381,0.391753,0.489796,0
0.831461,0.880952,0,0,0.678571,0.515464,0.285714,5
0.494382,0.130952,0,0,0.654762,0.505155,0.581633,0
0.707865,0.416667,0,0,0.761905,0.71134,0.765306,4
0.382022,0.416667,0,0,0.797619,0.896907,0.908163,1
0.94382,0.333333,0,0,0.571429,0.701031,0.744898,1
0.910112,0.440476,0,0,0.678571,0.865979,0.887755,4
0.58427,0.452381,0,0,0.738095,0.752577,0.795918,1
0.719101,0.5,0,0,0.571429,0.773196,0.734694,1
0.640449,0.261905,0,0,0.071429,0.474227,0.326531,4
0.258427,0.380952,0,0,0.702381,0.876289,0.897959,1
0.831461,0.369048,0,0,0.595238,0.556701,0.418367,7
0.460674,0.416667,0,0,0.690476,0.175258,0.306122,0
0.741573,0.833333,0,0,0.404762,0.391753,0.357143,7
0.752809,0.535714,0,0,0.607143,0.350515,0.377551,7
0.786517,0.440476,0,0,0.833333,0.85567,0.877551,4
0.404494,0.297619,0,0,0.571429,0.453608,0.540816,0
0.685393,0.702381,0,0,0.607143,0.309278,0.326531,5
0.247191,0.238095,0,0,0.416667,0.371134,0.469388,0
0.426966,0.119048,0,0,0.642857,0.134021,0.27551,0
0.191011,0.261905,0,0,0.535714,0.402062,0.5,0
0.842697,0.714286,0,0,0.988095,0.556701,0.295918,5
1,0.464286,0,0,0.607143,0.71134,0.765306,1
0.775281,0.583333,0,0,0.75,0.463918,0.408163,7
0.393258,0.380952,0,0,0.666667,0.381443,0.479592,0
0.258427,0.214286,0,0,0.511905,0.237113,0.367347,0
0.831461,0.47619,0,0,0.559524,0.670103,0.295918,7
0.269663,0.214286,0,0,0.452381,0.278351,0.397959,0
0.876404,0.619048,0,0,0.988095,0.381443,0.285714,5
0.404494,0.309524,0,0,0.630952,0.298969,0.408163,0
0.707865,0.404762,0,0,0.702381,0.845361,0.867347,1
0.359551,0.309524,0,0,0.416667,0.257732,0.377551,0
0.786517,0.285714,0,0,0.666667,0.85567,0.836735,1
