@relation Ecoli_20

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric

@data
0.786517,0.5,0,0,0.795455,0.85567,0.878788,4
0.876404,0.378378,0,0,0.511364,0.721649,0.686869,4
0.460674,0.432432,0,0,0.579545,0.42268,0.515152,0
0.47191,0.297297,0,0,0.613636,0.319588,0.434343,0
0.730337,0.554054,0,0,0.534091,0.453608,0.515152,7
0.730337,0.472973,0,0,0.75,0.525773,0.333333,5
0.651685,0.527027,0,0,0.647727,0.690722,0.747475,1
0.258427,0.216216,0,0,0.625,0.226804,0.353535,0
0.876404,0.702703,0,0,0.943182,0.381443,0.292929,5
0.707865,0.864865,0,0,0.522727,0.28866,0.292929,7
0.573034,0.513514,0,0,0.465909,0.319588,0.434343,0
0.685393,0.391892,0,0,0.545455,0.329897,0.414141,0
0.382022,0.689189,0,0,0.590909,0.752577,0.79798,1
0.741573,0.945946,0,0,0.386364,0.391753,0.363636,7
0.280899,0.135135,0,0,0.443182,0.298969,0.424242,0
0.831461,0.891892,0,0,0.556818,0.474227,0.414141,7
0.808989,0.945946,0,0,0.193182,0.536082,0.212121,7
0.325843,0.418919,0,0,0.465909,0.206186,0.343434,0
0.573034,0.405405,0,0,0.659091,0.28866,0.414141,0
0.449438,0.391892,0,0,0.431818,0.195876,0,0
0.280899,0.324324,0,0,0.534091,0.309278,0.424242,0
0.719101,0.918919,0,0,0.420455,0.43299,0.40404,7
0.516854,0.608108,0,0,0.545455,0.85567,0.878788,1
0.539326,0.351351,0,0,0.511364,0.226804,0.353535,0
0.370787,0.283784,0,0,0.522727,0.639175,0.69697,1
0.404494,0.513514,0,0,0.465909,0.360825,0.464646,0
0.550562,0.351351,0,0,0.602273,0.783505,0.818182,1
0.494382,0.256757,0,0,0.5,0.505155,0.59596,0
0.820225,0.27027,0,0,0.602273,0.907216,0.929293,1
0.775281,0.689189,0,0,0.340909,0.371134,0.242424,7
0.797753,0.945946,0,0,0.454545,0.525773,0.323232,7
0.808989,0.405405,0,0,0.579545,0.649485,0.707071,1
0.707865,0.418919,0,0,0.579545,0.814433,0.848485,1
0.966292,0.527027,0,0,0.715909,0.804124,0.838384,4
0.629213,0.472973,0,0,0.386364,0.350515,0.464646,0
0.47191,0.108108,0,0,0.647727,0.247423,0.373737,0
0.382022,0.472973,0,0,0.761364,0.896907,0.909091,1
0.786517,0.608108,0,0,0.636364,0.505155,0.434343,7
0.719101,0.756757,0,0,0.556818,0.402062,0.191919,7
0.404494,0.310811,0,0,0.545455,0.195876,0.232323,0
0.179775,0.472973,0,0,0.375,0.371134,0.484848,1
0.561798,0.554054,0,0,0.806818,0.597938,0.666667,1
0.044944,0.202703,0,0,0.465909,0.268041,0.393939,0
0.988764,0.351351,0,0,0.590909,0.721649,0.757576,4
0.483146,0.310811,0,0,0.534091,0.28866,0.414141,0
0.516854,0.581081,0,0,0.409091,0.752577,0.232323,1
0.820225,0.918919,0,0,0.977273,0.56701,0.292929,5
0.359551,0.310811,0,0,0.602273,0.257732,0.383838,7
0.550562,0.175676,0,0,0.636364,0.216495,0.353535,0
0.775281,0.310811,0,0,0.647727,0.752577,0.79798,1
0.280899,0.324324,0,0,0.522727,0.42268,0.525253,0
0.404494,0.391892,0,0,0.431818,0.783505,0.171717,1
0.258427,0.567568,0,0,0.420455,0.515464,0.59596,0
0.719101,0.567568,0,0,0.545455,0.773196,0.737374,1
0.258427,0.324324,0,0,0.443182,0.257732,0.383838,0
0.910112,0.378378,0,0,0.477273,0.659794,0.686869,4
0.404494,0.351351,0,0,0.602273,0.298969,0.414141,0
0.460674,0.472973,0,0,0.602273,0.742268,0.787879,1
0.191011,0.486486,0,0,0.556818,0.350515,0.464646,0
0.707865,0.743243,0,0,0.681818,0.381443,0.393939,7
0.393258,0.432432,0,0,0.636364,0.381443,0.484848,0
0.786517,0.405405,0,0,0.636364,0.773196,0.737374,1
0.674157,0.459459,1,0,0.613636,0.762887,0.808081,1
0.685393,0.418919,0,0,0,0.793814,0.323232,1
0.483146,0.216216,0,0,0.375,0.43299,0.525253,0
0.662921,0.608108,0,0,0.477273,0.402062,0.373737,7
0.179775,0.364865,0,0,0.613636,0.247423,0.373737,0
0.764045,0.445946,1,0,0.704545,0.536082,0.282828,6
0.280899,0.472973,0,0,0.420455,0.402062,0.505051,0
0.764045,0.635135,0,0,0.829545,0.381443,0.30303,5
0.674157,0.608108,0,0,0.613636,0.659794,0.717172,1
0.449438,0.256757,0,0,0.511364,0.309278,0.424242,0
0.595506,0.351351,0,0,0.181818,0.268041,0.393939,0
0.370787,0.418919,0,0,0.602273,0.154639,0.292929,0
0.775281,0.364865,0,0,0.670455,0.731959,0.777778,4
0.449438,0.405405,0,0,0.590909,0.474227,0.565657,0
0.752809,0.972973,0,0,0.829545,0.484536,0.252525,5
0.831461,0.837838,0,0,0.852273,0.525773,0.151515,5
0.393258,0.283784,0,0,0.340909,0.319588,0.434343,0
0.235955,0.472973,0,0,0.568182,0.298969,0.414141,0
0.191011,0.297297,0,0,0.511364,0.402062,0.505051,0
0.786517,0.310811,1,0,0.579545,0.814433,0.848485,3
0.719101,0.554054,0,0,0.795455,0.309278,0.262626,5
0.438202,0.216216,0,0,0.522727,0.216495,0.353535,0
