@relation Ecoli_7

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric

@data
0.842697,0.809524,0,0,0.397727,0.550562,0.358696,7
0.325843,0.369048,0,0,0.465909,0.224719,0.369565,0
0.303371,0.22619,0,0,0.579545,0.831461,0.858696,1
0.94382,0.333333,0,0,0.545455,0.764045,0.804348,1
0.651685,0.52381,0,0,0.670455,0.786517,0.826087,4
0.426966,0.285714,0,0,0.715909,0.247191,0.380435,0
0.561798,0.416667,0,0,0.306818,0.224719,0.369565,0
0.696629,0.309524,0,0,0.659091,0.853933,0.880435,4
0.707865,0.583333,0,0,0.75,0.719101,0.771739,1
0.58427,0.238095,0,0,0.465909,0.280899,0.413043,0
0.932584,0.25,0,0,0.693182,0.764045,0.804348,1
0.88764,0.238095,0,0,0.522727,0.88764,0.76087,4
0.426966,0.333333,0,0,0.488636,0.191011,0.336957,0
0.269663,0.297619,0,0,0.556818,0.224719,0.369565,0
0.449438,0.404762,0,0,0.738636,0.88764,0.913043,1
0.651685,0.214286,0,0,0.636364,0.94382,0.880435,1
0.382022,0.392857,0,0,0.659091,0.921348,0.869565,1
0.483146,0.27381,0,0,0.534091,0.314607,0.445652,0
0.325843,0.166667,0,0,0.511364,0,0.184783,0
0.707865,0.404762,0,0,0.670455,0.921348,0.934783,1
0.370787,0.345238,0,0,0.590909,0.325843,0.445652,0
0.595506,0.261905,0,0,0.5,0.258427,0.391304,0
0.325843,0.297619,0,0,0.545455,0.393258,0.5,0
0.775281,0.511905,0,0,0.522727,0.460674,0.565217,7
0.325843,0.25,0,0,0.545455,0.460674,0.565217,0
0.483146,0.285714,0,0,0.443182,0.280899,0.423913,0
0.269663,0.214286,0,0,0.431818,0.303371,0.434783,0
0.775281,0.583333,0,0,0.715909,0.505618,0.445652,7
0.404494,0.297619,0,0,0.545455,0.494382,0.586957,0
0.820225,0.238095,0,0,0.602273,0.988764,1,1
0.775281,0.511905,0,0,0.875,0.404494,0.228261,5
0.573034,0.25,0,0,0.397727,0.370787,0.48913,0
0.764045,0.416667,0,0,0.806818,0.808989,0.847826,1
0.303371,0.166667,0,0,0.806818,0.280899,0.423913,0
0.393258,0.416667,0,0,0.693182,0.764045,0.804348,1
0.337079,0,0,0,0.636364,0.089888,0.25,0
0.752809,0.464286,1,0,0.75,0.617978,0.173913,6
0.449438,0.357143,0,0,0.590909,0.516854,0.608696,0
0.460674,0.488095,0,0,0.443182,0.202247,0.347826,0
0.123596,0.404762,0,0,0.659091,0.775281,0.73913,1
0.449438,0.154762,0,0,0.477273,0.359551,0.478261,0
0.516854,0.511905,0,0,0.409091,0.820225,0.25,1
0.382022,0.464286,0,0,0.659091,0.314607,0.445652,0
0.382022,0.416667,0,0,0.5,0.382022,0.5,0
0.382022,0.309524,0,0,0.465909,0.348315,0.467391,0
0.58427,0.452381,0,0,0.704545,0.820225,0.858696,1
0.58427,0.77381,0,0,0.818182,0.393258,0.413043,5
0.494382,0.428571,0,0,0.488636,0.494382,0.586957,1
0.280899,0.416667,0,0,0.420455,0.438202,0.543478,0
0.707865,0.702381,0,0,0.727273,0.786517,0.717391,1
0.719101,0.488095,0,0,0.795455,0.337079,0.282609,5
0.719101,0.666667,0,0,0.556818,0.438202,0.206522,7
0.561798,0.488095,0,0,0.806818,0.651685,0.717391,1
0.41573,0.428571,0,0,0.477273,0.438202,0.391304,0
0,0.416667,0,0,0.397727,0.719101,0.478261,1
0.842697,0.714286,0,0,0.943182,0.606742,0.326087,5
0.280899,0.380952,0,0,0.5,0.157303,0.315217,0
0.685393,0.52381,0,0,0.5,0.404494,0.413043,7
0.460674,0.321429,0,0,0.511364,0.314607,0.445652,0
