@relation Ecoli_17

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric

@data
0.764045,0.392857,1,0,0.704545,0.526316,0.282828,6
0.41573,0.428571,0,0,0.477273,0.389474,0.363636,0
0.561798,0.25,0,0,0.75,0.621053,0.69697,1
0.269663,0.321429,0,0,0.420455,0.242105,0.383838,0
0.876404,0.202381,0,0,0.647727,0.757895,0.79798,4
0.382022,0.392857,0,0,0.659091,0.842105,0.808081,1
0.393258,0.214286,0,0,0.522727,0.263158,0.272727,0
0.47191,0.261905,0,0,0.613636,0.305263,0.434343,0
0.674157,0.404762,1,0,0.613636,0.757895,0.808081,1
0.831461,0.880952,0,0,0.647727,0.505263,0.292929,5
0.707865,0.833333,0,0,0.443182,0.442105,0.343434,7
0.382022,0.416667,0,0,0.761364,0.894737,0.909091,1
0.303371,0.166667,0,0,0.806818,0.242105,0.393939,0
0.730337,0.369048,0,0,0.670455,0.263158,0.40404,0
0.842697,0.25,0,0,0.727273,0.684211,0.747475,4
0.258427,0.5,0,0,0.420455,0.505263,0.59596,0
0.314607,0.202381,0,0,0.511364,0.178947,0.333333,0
0.258427,0.202381,0,0,0.488636,0.294737,0.434343,0
0.797753,0.654762,0,0,0.454545,0.515789,0.393939,7
0.573034,0.404762,0,0,0.522727,0.284211,0.353535,0
0.561798,0.392857,0,0,0.556818,0.431579,0.535354,0
0.438202,0.178571,0,0,0.431818,0.305263,0.434343,0
0.662921,0.392857,0,0,0.590909,0.421053,0.363636,0
0.247191,0.214286,0,0,0.477273,0.252632,0.393939,0
0.764045,0.416667,0,0,0.806818,0.736842,0.787879,1
0.494382,0.309524,0,0,0.477273,0.210526,0.20202,0
0.516854,0.535714,0,0,0.545455,0.852632,0.878788,1
0.460674,0.321429,0,0,0.568182,0.2,0.252525,0
0.247191,0.321429,0,0,0.545455,0.115789,0.282828,0
0.52809,0.154762,0,0,0.579545,0.294737,0.434343,0
0.662921,0.154762,0,0,0.727273,0.736842,0.777778,4
0.741573,0.392857,1,0,0.613636,0.536842,0.363636,6
0.494382,0.214286,0,0,0.340909,0.294737,0.434343,0
0.325843,0.27381,0,0,0.590909,0.368421,0.484848,7
0.325843,0.25,0,0,0.545455,0.410526,0.525253,0
0.58427,0.333333,0,0,0.420455,0.326316,0.424242,0
0.258427,0.380952,0,0,0.670455,0.873684,0.89899,1
0.786517,0.27381,1,0,0.579545,0.810526,0.848485,3
0.280899,0.285714,0,0,0.534091,0.294737,0.424242,0
0.235955,0.214286,0,0,0.579545,0.242105,0.393939,0
0.438202,0.190476,0,0,0.522727,0.2,0.353535,0
0.955056,0.440476,0,0,0.602273,0.494737,0.353535,2
0.483146,0.285714,0,0,0.659091,0.736842,0.787879,1
0.404494,0.369048,0,0,0.579545,0.673684,0.727273,1
0.94382,0.452381,0,0,0.852273,0.915789,0.707071,4
0.797753,0.833333,0,0,0.454545,0.515789,0.323232,7
0.606742,0.392857,0,0,0.454545,0.863158,0.888889,1
0.741573,0.380952,0,0,0.613636,0.684211,0.747475,4
0.775281,0.511905,0,0,0.875,0.357895,0.212121,5
0.573034,0.452381,0,0,0.465909,0.305263,0.434343,0
0.685393,0.702381,0,0,0.579545,0.294737,0.333333,5
0.505618,0.285714,0,0,0.693182,0.726316,0.777778,1
0.348315,0.369048,0,0,0.329545,0.242105,0.393939,0
0.617978,0.369048,0,0,0.647727,0.768421,0.808081,1
0.573034,0.285714,0,0,0.647727,0.6,0.676768,1
0.764045,0.714286,0,0,0.954545,0.421053,0.272727,5
0.707865,1,0,0,0.397727,0.484211,0.494949,7
0.719101,0.488095,0,0,0.795455,0.294737,0.262626,5
0.191011,0.428571,0,0,0.556818,0.336842,0.464646,0
0.382022,0.607143,0,0,0.590909,0.747368,0.79798,1
0.842697,0.809524,0,0,0.397727,0.494737,0.333333,7
0.820225,0.238095,0,0,0.602273,0.905263,0.929293,1
0.707865,0.369048,0,0,0.579545,0.810526,0.848485,1
0.707865,0.309524,0,0,0.545455,0.757895,0.808081,4
0.719101,0.5,0,0,0.545455,0.768421,0.737374,1
0.382022,0.142857,0,0,0.465909,0.315789,0.444444,0
0.775281,0.761905,0,0,0.522727,0.547368,0.262626,7
0.730337,0.464286,0,0,0.386364,0.336842,0.282828,0
0.348315,0.404762,0,0,0.647727,0.831579,0.858586,1
0.460674,0.321429,0,0,0.511364,0.273684,0.414141,0
0.426966,0.285714,0,0,0.715909,0.210526,0.353535,0
0.797753,0.357143,1,0,0.590909,0.568421,0.30303,6
0.280899,0.119048,0,0,0.443182,0.284211,0.424242,0
0.865169,0.488095,0,0,1,0.505263,0.20202,5
0.820225,0.809524,0,0,0.977273,0.557895,0.292929,5
0.325843,0.369048,0,0,0.465909,0.189474,0.343434,0
0.696629,0.797619,0,0,0.522727,0.326316,0.40404,7
0.876404,0.619048,0,0,0.943182,0.368421,0.292929,5
0.41573,0.333333,0,0,0.477273,0.357895,0.474747,0
0.932584,0.380952,0,0,0.738636,0.747368,0.79798,4
0.247191,0.238095,0,0,0.397727,0.357895,0.474747,0
0.393258,0.25,0,0,0.340909,0.305263,0.434343,0
0.382022,0.345238,0,0,0.431818,0.2,0.353535,0
0.651685,0.464286,0,0,0.647727,0.684211,0.747475,1
0.595506,0.261905,0,0,0.5,0.221053,0.363636,0
0.52809,0.464286,0,0,0.659091,0.694737,0.757576,1
0.483146,0.511905,0,0,0.590909,0.463158,0.565657,7
0.719101,0.345238,0,0,0.761364,0.589474,0.666667,4
0.629213,0.416667,0,0,0.386364,0.336842,0.464646,0
0.752809,0.27381,0,0,0.409091,0.347368,0.464646,0
0.786517,0.535714,0,0,0.636364,0.494737,0.434343,7
0.58427,0.488095,0,0,0.477273,0.442105,0.545455,0
0.94382,0.392857,0,0,0.625,0.768421,0.747475,4
0.786517,0.654762,0,0,0.477273,0.831579,0.858586,7
0.404494,0.297619,0,0,0.545455,0.442105,0.545455,0
0.606742,0.488095,0,0,0.636364,0.8,0.838384,1
0.303371,0.309524,0,0,0.420455,0.347368,0.434343,0
0.831461,0.47619,0,0,0.534091,0.663158,0.30303,7
0.303371,0.22619,0,0,0.579545,0.757895,0.79798,1
0.044944,0.178571,0,0,0.465909,0.252632,0.393939,0
0.337079,0.416667,0,0,0.477273,0.589474,0.343434,1
0.224719,0.357143,0,0,0.647727,0.768421,0.818182,1
0.752809,0.809524,0,0,0.840909,0.515789,0.373737,5
0.730337,0.488095,0,0,0.534091,0.442105,0.515152,7
0.595506,0.309524,0,0,0.181818,0.252632,0.393939,0
0.078652,0.285714,0,0,0.613636,0.315789,0.444444,0
0.382022,0.22619,0,0,0.579545,0.463158,0.565657,0
0.831461,0.690476,0,0,0.352273,0.505263,0.525253,7
0.449438,0.404762,0,0,0.738636,0.810526,0.848485,1
0.932584,0.25,0,0,0.693182,0.694737,0.747475,1
0.292135,0.404762,0,0,0.5,0.284211,0.414141,0
0.516854,0.511905,0,0,0.409091,0.747368,0.232323,1
0.58427,0.238095,0,0,0.465909,0.242105,0.383838,0
0.719101,0.714286,0,0,0.511364,0.315789,0.383838,0
0.561798,0.595238,0,0,0.352273,0.915789,0.929293,1
0.370787,0.345238,0,0,0.590909,0.284211,0.414141,0
0.786517,0.285714,0,0,0.636364,0.852632,0.838384,1
0.41573,0.404762,0,0,0.477273,0.326316,0.454545,0
0.775281,0.583333,0,0,0.715909,0.452632,0.414141,7
0.494382,0.22619,0,0,0.625,0.526316,0.616162,0
