@relation Segmentation_12

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric

@data
0.225296,0.426778,0,0,0,0.126273,0.001626,0.020867,0.000798,0.147036,0.123177,0.189489,0.123016,0.634328,0.372941,0.392789,0.189489,0.414807,0.154194,4
0.264822,0.384937,0,0,0,0.02444,0.000768,0.032103,0.001973,0.015148,0.00081,0.03775,0.004762,0.731343,0.243529,0.502846,0.03775,0.987654,0.14416,2
0.505929,0.334728,0,0,0.5,1,1,0.730337,0.774398,0.312353,0.280389,0.350851,0.298413,0.539179,0.397647,0.449715,0.350851,0.348885,0.121528,2
0.197628,0.188285,0,0,0,0.032586,0.000217,0.020867,0.00022,0.891617,0.84765,0.943745,0.86746,0.31903,0.615294,0.322581,0.943745,0.179483,0.123646,1
0.612648,0.598326,0,0,0,0.010183,0.000436,0.022472,0.001115,0.012275,0.007293,0.023686,0.004762,0.796642,0.189412,0.523719,0.023686,0.838889,0.177276,4
0.166008,0.589958,0,0,0,0.071283,0.00227,0.035313,0.0017,0.010708,0.007293,0.019245,0.004762,0.807836,0.175294,0.535104,0.019245,0.648677,0.186503,4
0.87747,0.728033,0,0,0,0.01833,0.000465,0.069021,0.004264,0.091408,0.084279,0.065137,0.125397,0.76306,0.030588,0.814042,0.11695,0.445418,0.819759,6
0.932806,0.518828,0,0,0,0.020367,0.000276,0.019262,0.000729,0.02925,0.041329,0.031828,0.014286,0.910448,0.151765,0.468691,0.03775,0.647222,0.375433,0
0.249012,0.774059,0,0,0,0.09776,0.003158,0.099518,0.004666,0.351789,0.323339,0.409326,0.313492,0.554104,0.498824,0.271347,0.409326,0.289997,0.164574,5
0.225296,0.058577,0,0,0,0.028513,0.000667,0.011236,0.000672,0.791329,0.713128,0.874908,0.768254,0.106343,0.738824,0.339658,0.874908,0.25541,0.108665,1
