@relation Segmentation_18

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric

@data
0.110672,0.769874,0,0,0,0.017429,0.000587,0.013665,0.000491,0.1118,0.105348,0.088365,0.142634,0.752809,0.042527,0.838645,0.134757,0.342307,0.836452,6
0.300395,0.518828,0,0,0,0.008715,0.000043,0.004969,0.000021,0.005422,0,0.015464,0,0.794007,0.18226,0.565737,0.015464,1,0.155323,4
0.438735,0.276151,0,0,0,0.037037,0.000834,0.026087,0.000584,0.750323,0.684765,0.829897,0.727981,0.138577,0.708384,0.400398,0.829897,0.250143,0.099603,1
0.964427,0.539749,0,0,0,0.006536,0.000405,0.013665,0.000536,0.00284,0.001621,0.005155,0.001559,0.82397,0.143378,0.59761,0.005155,0.240741,0.155323,4
0.43083,0.74477,0,0,0,0.039216,0.000969,0.027329,0.000856,0.090111,0.079417,0.061119,0.130943,0.730337,0.009721,0.916335,0.123711,0.508139,0.831024,6
0.810277,0.192469,0,0,0,0.041394,0.000285,0.019876,0.000246,0.852827,0.811994,0.921208,0.818394,0.277154,0.678007,0.302789,0.921208,0.198924,0.121113,1
0.12253,0.677824,0,0,0,0.067538,0.002589,0.201242,0.004869,0.303899,0.288493,0.350515,0.268901,0.629213,0.436209,0.324701,0.350515,0.266914,0.17144,5
0.395257,0.460251,0,0.5,0,0.026144,0.001226,0.03354,0.000641,0.023754,0.008104,0.039764,0.021824,0.717228,0.216282,0.591633,0.039764,0.843518,0.083663,2
0.671937,0.016736,0,0,0,0.026144,0.000811,0.014907,0.000504,0.792925,0.730146,0.874816,0.765394,0.144195,0.730255,0.358566,0.874816,0.241576,0.105618,1
0.660079,0.828452,0,0,0,0.052288,0.000969,0.016149,0.000514,0.156984,0.128849,0.138439,0.203429,0.588015,0.077764,0.956175,0.192194,0.390338,0.911753,6
0.403162,0.117155,0,0,0,0.019608,0.000436,0.024845,0.00031,0.888975,0.850081,0.946981,0.863601,0.279026,0.63548,0.370518,0.946981,0.184263,0.111702,1
0.916996,0.359833,0,0,0,0.015251,0.000285,0.012422,0.00015,0.014717,0.00081,0.036819,0.004677,0.73221,0.244228,0.52988,0.036819,0.984127,0.138961,2
0.494071,0.037657,0,0,0,0.039216,0.001733,0.026087,0.000829,0.882262,0.843598,0.943299,0.853468,0.282771,0.648846,0.344622,0.943299,0.187293,0.115907,1
0.932806,0.527197,0,0,0,0.350763,0.012578,0.058385,0.001122,0.257423,0.254457,0.28056,0.235386,0.730337,0.308627,0.426295,0.28056,0.214456,0.181205,3
0.747036,0.740586,0,0,0,0.078431,0.002272,0.050932,0.001285,0.346501,0.32577,0.409426,0.299299,0.578652,0.527339,0.229084,0.409426,0.309236,0.173852,5
0.770751,0.493724,0,0,0,0.03268,0.00063,0.014907,0.000128,0.044152,0.057536,0.048601,0.0265,0.911985,0.164034,0.47012,0.054492,0.540123,0.351291,0
0.213439,0.828452,0,0.5,0,0.071895,0.001882,0.031056,0.00072,0.087271,0.075365,0.068483,0.118472,0.722846,0.059538,0.842629,0.111929,0.407904,0.8628,6
0.335968,0.322176,0,0.5,0,0.08061,0.00274,0.038509,0.00245,0.147431,0.156402,0.174521,0.109899,0.848315,0.301337,0.312749,0.174521,0.405118,0.253481,0
0.264822,0.443515,0,0,0,0.017429,0.000301,0.036025,0.001552,0.138652,0.150729,0.159794,0.104443,0.872659,0.269745,0.338645,0.159794,0.381277,0.269081,0
0.84585,0.761506,0,0,0,0.078431,0.00075,0.108075,0.000934,0.315259,0.298217,0.366716,0.276695,0.614232,0.46294,0.296813,0.366716,0.289242,0.171228,5
0.264822,0.518828,0,0,0,0.03268,0.000694,0.007453,0.000192,0.043377,0.029173,0.069219,0.029618,0.720974,0.269745,0.5,0.069219,0.617593,0.150073,4
0.679842,0.343096,0,0,0,0,0,0,0,0,0,0,0,0.833333,0.131227,0.60757,0,0,0.508655,4
0.909091,0.008368,0,0,0,0.050109,0.000834,0.02236,0.00076,0.827266,0.777148,0.899853,0.79735,0.220974,0.692588,0.338645,0.899853,0.215088,0.111882,1
0.486166,0.364017,0,0,0,0.039216,0.001469,0.027329,0.000933,0.150013,0.123177,0.201767,0.120811,0.599251,0.424058,0.376494,0.201767,0.448676,0.151301,4
0.067194,0.230126,0,0,0,0.339869,0.01321,0.24472,0.003815,0.278079,0.235818,0.328424,0.265004,0.451311,0.44836,0.494024,0.328424,0.350169,0.098599,2
0.29249,0.899582,0,0,0,0.087146,0.000953,0.036025,0.000736,0.116447,0.111831,0.086156,0.152767,0.764045,0.009721,0.880478,0.14433,0.404749,0.81609,6
