@relation Segmentation_4

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric

@data
0.213439,0.558333,0,0,0,0.173004,0.003971,0.02236,0.000304,0.186677,0.176948,0.220913,0.159782,0.705224,0.34,0.39243,0.220913,0.315338,0.127791,3
0.786561,0.995833,0,0,0,0.077947,0.001895,0.032298,0.00074,0.064291,0.04789,0.048601,0.096648,0.699627,0.071765,0.85259,0.091311,0.56339,0.876293,6
0.577075,0.758333,0,0,0,0.226236,0.004808,0.157764,0.003902,0.360702,0.340097,0.417526,0.320343,0.572761,0.489412,0.280877,0.417526,0.275266,0.101408,5
0.098814,0.525,0,0,0,0.001901,0.000025,0.002484,0.000021,0.001807,0,0.005155,0,0.820896,0.148235,0.593625,0.005155,0.777778,0.098829,2
0.213439,0.404167,0,0,0,0.218631,0.030019,0.075776,0.007291,0.060418,0.037338,0.09352,0.047545,0.654851,0.304706,0.505976,0.09352,0.705482,0.065978,2
0.474308,0.5125,0,0,0,0.007605,0.00004,0.018634,0.000056,0.011619,0.00487,0.02651,0.002338,0.783582,0.205882,0.535857,0.02651,0.937037,0.113563,4
0.256917,0.125,0,0,0,0.020913,0.000437,0.008696,0.000236,0.764782,0.694805,0.854197,0.737334,0.098881,0.741176,0.360558,0.854197,0.262046,0.04255,1
0.011858,0.354167,0,0,0,0.076046,0.003952,0.034783,0.001624,0.024787,0.006494,0.051546,0.01403,0.699627,0.265882,0.523904,0.051546,0.910065,0.071612,2
0.695652,0.479167,0,0,0,0.015209,0.000158,0.013665,0.000302,0.037697,0.056006,0.037555,0.020265,0.947761,0.14,0.472112,0.05081,0.623016,0.367486,0
0.794466,0.758333,0,0,0,0.038023,0.001001,0.075776,0.001796,0.290731,0.276786,0.335788,0.25643,0.641791,0.416471,0.330677,0.335788,0.278387,0.117217,5
0.490119,0.575,0,0,0,0,0,0,0,0,0,0,0,0.833955,0.131765,0.60757,0,0,0.478626,4
0.142292,0.479167,0,0,0,0.013308,0.000084,0.009938,0.000182,0.040279,0.054383,0.044919,0.021824,0.91791,0.163529,0.464143,0.049337,0.581349,0.316181,0
0.695652,0.491667,0,0,0,0.015209,0.000336,0.024845,0.000214,0.044668,0.058442,0.049337,0.0265,0.914179,0.164706,0.466135,0.054492,0.541887,0.313106,0
0.031621,0.345833,0,0,0,0.020913,0.000736,0.02236,0.000481,0.789052,0.780844,0.845361,0.737334,0.516791,0.588235,0.173307,0.845361,0.176789,0.113171,1
0.920949,0.7625,0,0,1,0.04943,0.002603,0.085714,0.002228,0.339014,0.314123,0.399853,0.298519,0.550373,0.503529,0.280877,0.399853,0.298369,0.102913,5
0.363636,0.483333,0,0,0,0.038023,0.001113,0.02236,0.000569,0.026594,0.00974,0.044919,0.023383,0.708955,0.225882,0.581673,0.044919,0.827249,0.02989,2
0.470356,0.9,0,0,0,0.04943,0.001582,0.042236,0.000582,0.088045,0.068994,0.072901,0.122369,0.673507,0.08,0.866534,0.115611,0.458364,0.894229,6
0.15415,0.545833,0,0,0,0.009506,0.000182,0.004969,0.000124,0.008521,0.000812,0.023564,0,0.777985,0.205882,0.541833,0.023564,1,0.105764,4
0.841897,0.7625,0,0,0,0.041825,0.001368,0.07205,0.001223,0.314227,0.293831,0.367452,0.277475,0.589552,0.461176,0.310757,0.367452,0.291972,0.107424,5
0.177866,0.595833,0,0.333333,0,0.108365,0.010952,0.036025,0.000879,0.04441,0.070617,0.030928,0.033515,1,0.077647,0.521912,0.064065,0.561927,0.477733,4
0.679842,0.425,0,0,0,0.01711,0.0004,0.029814,0.000769,0.927963,0.910714,0.96539,0.90491,0.408582,0.530588,0.386454,0.96539,0.144134,0.059813,1
0.422925,0.2,0,0,0,0.01711,0.000222,0.023602,0.000206,0.879422,0.851461,0.930781,0.85191,0.350746,0.585882,0.354582,0.930781,0.170091,0.059979,1
0.664032,0.379167,0,0,0,0.034221,0.000474,0.019876,0.000214,0.405887,0.390422,0.461708,0.361652,0.593284,0.495294,0.249004,0.461708,0.25976,0.118561,3
0.916996,0.358333,0,0,0,0.013308,0.000262,0.012422,0.00015,0.014717,0.000812,0.036819,0.004677,0.733209,0.241176,0.52988,0.036819,0.984127,0.081242,2
0.83004,0.4,0,0.333333,0,0.087452,0.003003,0.045963,0.002033,0.116705,0.086039,0.170839,0.088854,0.583955,0.418824,0.388446,0.170839,0.547173,0.08703,4
0.664032,0.783333,0,0,0,0.043726,0.000591,0.028571,0.000751,0.101214,0.081169,0.096465,0.125487,0.662313,0.132941,0.788845,0.118557,0.378473,0.956307,6
0.802372,0.604167,0,0,0,0.01711,0.000372,0.04472,0.000402,0.165247,0.126623,0.16863,0.198753,0.51306,0.187059,0.856574,0.187776,0.389034,0.998152,6
0.711462,0.316667,0,0,0,0.041825,0.000632,0.017391,0.00015,0.943971,0.934253,0.970545,0.925175,0.455224,0.482353,0.418327,0.970545,0.126571,0.05921,1
0.27668,0.35,0,0,0,0.072243,0.004841,0.059627,0.002565,0.066357,0.034903,0.102356,0.058457,0.595149,0.32,0.543825,0.102356,0.698902,0.035248,2
0.383399,0.45,0,0.666667,0,0.04943,0.000692,0.057143,0.004029,0.150529,0.155844,0.181149,0.113016,0.820896,0.314118,0.312749,0.181149,0.408211,0.192298,0
0.359684,0.2125,0,0,0,0.064639,0.001748,0.042236,0.000519,0.860831,0.820617,0.923417,0.833203,0.272388,0.635294,0.354582,0.923417,0.193691,0.053674,1
0.146245,0.420833,0,0,0,0.019011,0.000514,0.02236,0.000064,0.043377,0.051136,0.053756,0.024942,0.873134,0.191765,0.464143,0.053756,0.559171,0.247601,0
0.628458,0.35,0,0,0,0.110266,0.004727,0.004969,0.000291,0.014975,0.015422,0.016937,0.012471,0.83209,0.144706,0.587649,0.016937,0.10119,0.18324,4
0.72332,0.558333,0,0,0,0.024715,0.000816,0.004969,0.000196,0.003873,0.002435,0.0081,0.000779,0.822761,0.152941,0.583665,0.0081,0.527778,0.130283,4
0.478261,0,0,0,0,0.034221,0.000415,0.064596,0.003644,1,1,1,1,0.503731,0.368235,0.559761,1,0.092773,0.021351,1
0.209486,0.6875,0,0,0,0.072243,0.000918,0.059627,0.001941,0.353215,0.336039,0.415317,0.303975,0.598881,0.512941,0.213147,0.415317,0.308573,0.124758,5
0.059289,0.979167,0,0.333333,0,0.081749,0.001447,0.038509,0.001264,0.065582,0.069805,0.06701,0.060016,0.841418,0.154118,0.561753,0.068483,0.163351,0.26273,6
0.059289,0.295833,0,0,0,0.148289,0.055069,0.13913,0.048078,0.059127,0.031656,0.096465,0.045986,0.625,0.324706,0.503984,0.096465,0.742819,0.057804,2
0.316206,0.4625,0,0,0.5,0.252852,0.08663,0.108075,0.03048,0.046217,0.024351,0.07511,0.036633,0.66791,0.281176,0.531873,0.07511,0.809331,0.052656,2
0.596838,0.029167,0,0,0,0.026616,0.000607,0.012422,0.000196,0.781565,0.710227,0.864507,0.762276,0.083955,0.714118,0.422311,0.864507,0.254668,0.033441,1
0.442688,0.429167,0,0,0,0.032319,0.000677,0.007453,0.000064,0.179964,0.153409,0.22975,0.152767,0.591418,0.412941,0.390438,0.22975,0.393927,0.088249,4
0.841897,0.766667,0,0,0,0.028517,0.000878,0.04472,0.000697,0.324555,0.300325,0.379971,0.289166,0.559701,0.474118,0.320717,0.379971,0.290299,0.097563,5
0.12253,0.425,0,0,0,0.01711,0.000104,0.006211,0.00011,0.042861,0.05276,0.051546,0.024162,0.88806,0.183529,0.462151,0.052283,0.563492,0.26547,0
0.454545,0.975,0,0,0,0.077947,0.001551,0.050932,0.00108,0.114123,0.099026,0.094993,0.14887,0.692164,0.067059,0.868526,0.140648,0.384903,0.87722,6
0.940711,0.55,0,0,0,0.011407,0.000059,0.014907,0.000096,0.0315,0.044643,0.036082,0.01403,0.914179,0.161176,0.472112,0.040501,0.674074,0.319357,0
0.351779,0.5125,0,0,0,0.013308,0.000025,0.021118,0.00011,0.014717,0.007305,0.030928,0.004677,0.777985,0.212941,0.52988,0.030928,0.881481,0.113563,4
0.980237,0.695833,0,0,0,0.077947,0.00236,0.11677,0.003559,0.334366,0.311688,0.39028,0.29696,0.567164,0.478824,0.304781,0.39028,0.289863,0.097353,5
0.379447,0.6875,0,0,0,0.026616,0.000874,0.053416,0.000943,0.15466,0.138799,0.131075,0.194856,0.673507,0.055294,0.908367,0.184094,0.316041,0.873919,6
0.699605,0.716667,0,0.333333,0,0.093156,0.003199,0.104348,0.002669,0.388588,0.362825,0.461708,0.335931,0.527985,0.574118,0.185259,0.461708,0.312366,0.115005,5
0.063241,0.029167,0,0,0,0.041825,0.001726,0.028571,0.000905,0.875807,0.832792,0.94109,0.848012,0.248134,0.651765,0.35259,0.94109,0.197105,0.052082,1
0.225296,0.195833,0,0,0,0.019011,0.000538,0.019876,0.000621,0.857475,0.82224,0.910898,0.834762,0.307836,0.590588,0.39243,0.910898,0.180972,0.049688,1
0.26087,0.0875,0,0,0,0.032319,0.001418,0.039752,0.000946,0.879938,0.840909,0.942563,0.85113,0.274254,0.64,0.344622,0.942563,0.190625,0.055425,1
0.130435,0.9625,0,0,0,0.055133,0.002186,0.054658,0.0008,0.103279,0.082792,0.103829,0.122369,0.658582,0.158824,0.749004,0.115611,0.353161,0.992836,6
0.083004,0.4375,0,0,0,0.013308,0.000143,0.007453,0.000096,0.039246,0.049513,0.046392,0.021824,0.891791,0.175294,0.472112,0.048601,0.575397,0.279221,0
0.264822,0.408333,0,0,0,0.051331,0.004312,0.024845,0.001368,0.013684,0.002435,0.031664,0.005456,0.751866,0.221176,0.543825,0.031664,0.969136,0.089375,2
0.802372,0.5,0,0,0,0.003802,0.00023,0.002484,0.000124,0.001549,0,0.004418,0,0.822761,0.145882,0.595618,0.004418,0.666667,0.098829,4
0.047431,0.016667,0,0.333333,0,0.041825,0.001182,0.027329,0.00074,0.480764,0.433442,0.575847,0.425565,0.348881,0.701176,0.161355,0.575847,0.316905,0.089594,3
0.3083,0.3875,0,0.333333,0,0.032319,0.000499,0.03354,0.000729,0.455203,0.436688,0.516937,0.407638,0.55597,0.535294,0.221116,0.516937,0.254697,0.114526,3
0.466403,0.658333,0,0,0,0.039924,0.001311,0.02236,0.000663,0.180997,0.152597,0.165685,0.224474,0.578358,0.101176,0.932271,0.212077,0.347783,0.928179,6
0.079051,0.329167,0,0,0,0.022814,0.000059,0.017391,0.000406,0.791118,0.773539,0.851988,0.74357,0.451493,0.610588,0.205179,0.851988,0.179697,0.098209,1
0.616601,0.0375,0,0,0,0.045627,0.001014,0.110559,0.003231,0.247353,0.233766,0.283505,0.222136,0.658582,0.363529,0.40239,0.283505,0.261958,0.10775,3
0.924901,0.454167,0,0,0,0.015209,0.000454,0.01118,0.000216,0.01007,0,0.02651,0.002338,0.761194,0.212941,0.547809,0.02651,1,0.087591,2
0.501976,0.770833,0,0,0,0.057034,0.00166,0.042236,0.002778,0.136845,0.114448,0.122975,0.173032,0.634328,0.097647,0.878486,0.163476,0.365297,0.920613,6
0.16996,0.283333,0,0,0,0.015209,0.000459,0.017391,0.000291,0.751097,0.685877,0.838733,0.720966,0.136194,0.729412,0.340637,0.838733,0.258079,0.047407,1
0.023715,0.154167,0,0,0,0.020913,0.000143,0.029814,0.000256,0.807126,0.784903,0.877761,0.753702,0.414179,0.661176,0.159363,0.877761,0.197114,0.099525,1
0.699605,0.725,0,0,0,0.089354,0.002409,0.069565,0.001643,0.341854,0.321429,0.402062,0.29774,0.580224,0.501176,0.252988,0.402062,0.300036,0.114825,5
0.893281,0.241667,0,0,0,0.123574,0.061259,0.096894,0.026256,0.077201,0.050325,0.106038,0.072486,0.623134,0.288235,0.567729,0.106038,0.604281,0.028564,2
