@relation Segmentation_17

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric

@data
0.470356,0.405858,0,0,0,0.157795,0.004666,0.037267,0.001128,0.404854,0.384117,0.460972,0.36477,0.561567,0.49409,0.267552,0.460972,0.252458,0.167301,3
0.158103,0.343096,0,0,0,0.024715,0.000203,0.023602,0.001007,0.782856,0.757699,0.848306,0.736555,0.410448,0.628842,0.204934,0.848306,0.188313,0.152511,1
0.521739,0.476987,0,0,0,0.04943,0.003774,0.047205,0.000951,0.461916,0.445705,0.5243,0.410756,0.574627,0.537825,0.184061,0.5243,0.259842,0.182619,3
0.683794,0.560669,0,0,0,0,0,0,0,0,0,0,0,0.833955,0.12766,0.578748,0,0,0.51428,4
0.509881,0.560669,0,0,0,0,0,0,0,0,0,0,0,0.833955,0.12766,0.578748,0,0,0.51428,4
0.853755,0.560669,0,0,0,0.019011,0.000217,0.016149,0.000045,0.036922,0.046191,0.043446,0.021044,0.886194,0.167849,0.461101,0.046392,0.564153,0.33369,0
0.893281,0.769874,0,0.333333,0,0.085551,0.002986,0.078261,0.002084,0.332817,0.311994,0.388071,0.293843,0.583955,0.472813,0.278937,0.388071,0.284495,0.169821,5
0.996047,0.58159,0,0,0,0,0,0,0,0,0,0,0,0.833955,0.12766,0.578748,0,0,0.51428,4
0.395257,0.460251,0,0.333333,0,0.022814,0.001125,0.03354,0.000641,0.023754,0.008104,0.039764,0.021824,0.718284,0.210402,0.563567,0.039764,0.843518,0.088695,2
0.320158,0.410042,0,0.333333,0,0.024715,0.000321,0.029814,0.000577,0.123935,0.140194,0.139175,0.091972,0.906716,0.230496,0.339658,0.139175,0.376024,0.298619,0
0.976285,0.623431,0,0,0,0.102662,0.011856,0.048447,0.002717,0.306223,0.270664,0.378498,0.263445,0.490672,0.548463,0.252372,0.378498,0.354037,0.157178,5
0.790514,0.627615,0,0,0,0.087452,0.000692,0.257143,0.06972,0.291505,0.26094,0.340943,0.268122,0.529851,0.434988,0.394687,0.340943,0.302983,0.119136,5
