@relation Segmentation_5

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric

@data
0.873016,0.41841,0,0,0,0.020913,0.000321,0.008696,0.000174,0.009295,0,0.02651,0,0.822,0.213695,0.519348,0.02651,1,0.156308,2
0.313492,0.351464,0,0,0,0.041825,0.001344,0.021118,0.000398,0.149238,0.155592,0.17673,0.113796,0.89,0.29634,0.307536,0.17673,0.390436,0.24579,0
0.242063,0.556485,0,0,0,0.009506,0.000084,0.016149,0.000238,0.033566,0.04376,0.038292,0.018706,0.958,0.159386,0.474542,0.041237,0.574603,0.34735,0
0.206349,0.690377,0,0,0,0.06654,0.001173,0.034783,0.00144,0.350633,0.331442,0.411635,0.303975,0.632,0.505313,0.209776,0.411635,0.302421,0.176142,5
0.059524,0.748954,0,0,0,0.129278,0.009168,0.191304,0.053143,0.206558,0.190438,0.244477,0.181606,0.704,0.360094,0.386965,0.244477,0.30039,0.145058,5
0.876984,0.213389,0,0,0,0.009506,0.000335,0.014907,0.000402,0.044668,0.029984,0.075847,0.025721,0.77,0.289256,0.441955,0.075847,0.680808,0.166536,4
0.079365,0.924686,0,0,0,0.081749,0.003581,0.050932,0.001712,0.0945,0.082658,0.081738,0.119252,0.774,0.089728,0.782077,0.112666,0.327918,0.899499,6
0.154762,0.548117,0,0,0,0.009506,0.000182,0.004969,0.000124,0.008521,0.00081,0.023564,0,0.834,0.20307,0.525458,0.023564,1,0.1628,4
0.281746,0.753138,0,0.333333,0,0.043726,0.000677,0.069565,0.003323,0.105861,0.088331,0.098675,0.130164,0.728,0.119244,0.778004,0.122975,0.35037,0.94401,6
0.571429,0.380753,0,0,0,0.030418,0.00081,0.058385,0.001071,0.160857,0.161264,0.197349,0.12159,0.842,0.342385,0.276986,0.197349,0.417763,0.225738,0
0.150794,0.41841,0,0,0,0.024715,0.000499,0.019876,0.00031,0.042086,0.051053,0.05081,0.024162,0.946,0.180638,0.450102,0.052283,0.562919,0.312266,0
0.559524,0.635983,0,0,0,0.051331,0.001171,0.395031,0.00234,0.281952,0.255267,0.321797,0.265004,0.6,0.387249,0.446029,0.321797,0.268978,0.105657,5
0.246032,0.874477,0,0,0,0.104563,0.020357,0.081988,0.004392,0.057062,0.047812,0.04271,0.08106,0.806,0.0732,0.778004,0.076583,0.486717,0.867242,6
0.857143,0.497908,0,0,0,0.079848,0.003379,0.032298,0.000342,0.14898,0.115073,0.21134,0.115355,0.592,0.463991,0.321792,0.21134,0.505441,0.149427,3
0.09127,0.853556,0,0.666667,0,0.028517,0.00108,0.057143,0.000908,0.126001,0.103728,0.102356,0.172253,0.686,0.044864,0.949084,0.162739,0.425213,0.889459,6
0.448413,0.711297,0,0,0,0.038023,0.000514,0.019876,0.000791,0.13891,0.115883,0.124448,0.17615,0.676,0.09209,0.8778,0.166421,0.366581,0.922872,6
0.186508,0.677824,0,0,0,0.039924,0.001427,0.032298,0.001184,0.134005,0.119935,0.108984,0.173811,0.744,0.040142,0.898167,0.164212,0.349656,0.86833,6
