@relation Segmentation_7

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric

@data
0.450593,0.497908,0,0,0,0.019011,0.000344,0.018634,0.000409,0.050865,0.062399,0.057437,0.032736,0.939453,0.172373,0.444023,0.059647,0.481594,0.332488,0
0.351779,0.41841,0,0,0,0.057034,0.001479,0.029814,0.000737,0.129873,0.144246,0.147275,0.097428,0.933594,0.243211,0.335863,0.147275,0.374312,0.285438,0
0.533597,0.761506,0,0,0,0.081749,0.001464,0.057143,0.001016,0.423186,0.397083,0.496318,0.370226,0.542969,0.580874,0.172676,0.496318,0.295304,0.169242,5
0.229249,0.368201,0,0,0,0.026616,0.000837,0.02236,0.000256,0.014201,0.00081,0.036819,0.003118,0.771484,0.24085,0.497154,0.036819,0.986111,0.146911,2
0.735178,0.514644,0,0.333333,0,0.102662,0.002062,0.024845,0.000278,0.186161,0.148298,0.248159,0.156664,0.537109,0.471074,0.354839,0.248159,0.457752,0.135585,4
0.849802,0.280335,0,0,0,0.045627,0.000359,0.096894,0.004584,0.251743,0.228525,0.30486,0.217459,0.621094,0.44392,0.316888,0.30486,0.33971,0.163194,3
0.383399,0.518828,0,0,0,0.020913,0.000153,0.023602,0.00027,0.039762,0.054295,0.04271,0.022603,0.964844,0.152302,0.451613,0.049337,0.565476,0.378205,0
0.632411,0.569038,0,0,0,0,0,0,0,0,0,0,0,0.873047,0.128689,0.578748,0,0,0.511881,4
0.699605,0.719665,0,0.333333,0,0.093156,0.002418,0.104348,0.002669,0.388588,0.362237,0.461708,0.335931,0.552734,0.572609,0.176471,0.461708,0.312366,0.171452,5
0.794466,0.761506,0,0,0,0.038023,0.000757,0.075776,0.001796,0.290731,0.276337,0.335788,0.25643,0.671875,0.414404,0.314991,0.335788,0.278387,0.173523,5
0.201581,0.230126,0,0.333333,0,0.039924,0.000258,0.040994,0.001531,0.796282,0.779579,0.853461,0.750585,0.486328,0.59268,0.208729,0.853461,0.174128,0.155528,1
0.964427,0.259414,0,0,0,0.281369,0.006326,0.239752,0.00554,0.325329,0.234198,0.464654,0.265004,0.105469,0.876033,0.12334,0.464654,0.549032,0.129678,2
0.901186,0.389121,0,0,0,0.01711,0.000552,0.063354,0.001472,0.137878,0.119125,0.173049,0.118472,0.691406,0.330579,0.43074,0.173049,0.375532,0.14676,4
0.339921,0.774059,0,0.333333,0,0.045627,0.000876,0.049689,0.001204,0.429383,0.401135,0.501473,0.379579,0.525391,0.577332,0.195446,0.501473,0.287526,0.16406,5
0.011858,0.824268,0,0.333333,0,0.079848,0.001779,0.054658,0.001223,0.103021,0.088331,0.081001,0.140296,0.732422,0.047226,0.8463,0.132548,0.429398,0.870547,6
0.130435,0.527197,0,0,0,0.01711,0.000168,0.024845,0.000342,0.040795,0.056726,0.04271,0.023383,0.974609,0.14758,0.449715,0.051546,0.573633,0.385523,0
0.679842,0.589958,0,0,0,0,0,0,0,0,0,0,0,0.873047,0.128689,0.578748,0,0,0.511881,4
0.664032,0.380753,0,0,0,0.034221,0.000359,0.019876,0.000214,0.405887,0.389789,0.461708,0.361652,0.621094,0.493506,0.237192,0.461708,0.25976,0.174781,3
0.822134,0.753138,0,0,0.5,0.104563,0.002323,0.12795,0.00438,0.336174,0.320097,0.388807,0.295401,0.644531,0.461629,0.265655,0.388807,0.279764,0.178293,5
0.205534,0.175732,0,0,0,0.034221,0.000448,0.024845,0.00031,0.788794,0.76094,0.863034,0.735775,0.408203,0.672963,0.155598,0.863034,0.200484,0.152469,1
0.486166,0.075314,0,0,0,0.034221,0.000717,0.023602,0.000655,0.89543,0.86953,0.946981,0.86438,0.386719,0.589138,0.311195,0.946981,0.165616,0.126303,1
0.462451,0.410042,0,0,0.5,0.121673,0.002678,0.089441,0.002225,0.092693,0.051053,0.148012,0.074045,0.541016,0.416765,0.43833,0.148012,0.694627,0.113916,2
0.56917,0.09205,0,0,0,0.030418,0.000274,0.019876,0.000448,0.868319,0.82577,0.933726,0.838659,0.275391,0.649351,0.322581,0.933726,0.196297,0.115708,1
0.225296,0.48954,0,0.333333,0,0.10076,0.001771,0.054658,0.001213,0.114898,0.073744,0.171576,0.09431,0.537109,0.428571,0.42315,0.171576,0.613385,0.118634,2
0.814229,0.853556,0,0,0,0.110266,0.002057,0.055901,0.001166,0.166021,0.132091,0.150221,0.215121,0.572266,0.09209,0.929791,0.20324,0.409837,0.93152,6
0.841897,0.552301,0,0,0,0.003802,0.000174,0.009938,0.000124,0.004648,0.001621,0.011782,0,0.849609,0.164109,0.544592,0.011782,0.888889,0.174551,4
0.703557,0.242678,0,0,0,0.024715,0.000495,0.021118,0.000536,0.283501,0.298217,0.295287,0.25643,0.884766,0.252656,0.368121,0.295287,0.17869,0.254036,3
0.363636,0.748954,0,0,0,0.188213,0.001838,0.058385,0.002333,0.373612,0.345219,0.443299,0.326578,0.542969,0.552538,0.218216,0.443299,0.303602,0.163413,5
0.841897,0.460251,0,0,0,0.009506,0.000063,0.002484,0.000053,0.008004,0,0.022091,0.000779,0.8125,0.198347,0.525617,0.022091,1,0.149816,2
0.814229,0.435146,0,0,0,0.036122,0.000332,0.003727,0.000024,0.008521,0.003241,0.019146,0.002338,0.832031,0.181818,0.533207,0.019146,0.933333,0.161208,4
0.549407,0.476987,0,0,0,0.009506,0.000063,0.014907,0.000224,0.043119,0.053485,0.05081,0.024942,0.933594,0.175915,0.444023,0.051546,0.545635,0.321426,0
0.011858,0.991632,0,0,0,0.114068,0.001829,0.07205,0.000908,0.136328,0.113452,0.110457,0.185503,0.662109,0.0366,0.931689,0.175258,0.422151,0.886248,6
0.304348,0.213389,0,0.333333,0,0.022814,0.000403,0.036025,0.000622,0.767106,0.735008,0.837261,0.722525,0.384766,0.64817,0.218216,0.837261,0.202279,0.140855,1
0.549407,0.472803,0,0,0,0.034221,0.000448,0.024845,0.000759,0.017557,0.001621,0.040501,0.008574,0.751953,0.243211,0.512334,0.040501,0.973765,0.126926,2
0.434783,0.937238,0,0,0,0.055133,0.001318,0.06087,0.001841,0.108959,0.0859,0.105302,0.13484,0.669922,0.136954,0.762808,0.127393,0.388096,0.965307,6
0.873518,0.974895,0,0.333333,0,0.10076,0.000646,0.050932,0.001552,0.072295,0.070502,0.064801,0.081839,0.835938,0.109799,0.645161,0.078792,0.226482,0.906331,6
